Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level
105161,Business,Senior,3.362,0.25,Debugging/Troubleshooting,Beginner,3,FALSE,19.52,1,Allowed_With_Citation,2,3.732,81.66,Medium
123027,Business,Graduate,3.02,8.46,Ideation,Intermediate,2,FALSE,10.31,3,Allowed_With_Citation,low,3.381,74.15,NaN
130511,STEM,Junior,3.261,33.11,NaN,Advanced,5,FALSE,9.56,9,Actively_Encouraged,7,3.625,93,High
125306,NaN,Freshman,2.347,4.62,Debugging/Troubleshooting,Intermediate,1,TRUE,3.41,2,Strict_Ban,4,N/A,66.04,Low
107915,STEM,Sophomore,3.256,2.13,Debugging/Troubleshooting,Beginner,2,FALSE,10.93,4,Allowed_With_Citation,2,3.794,69.28,High
145575,STEM,Sophomore,3.205,5.97,Debugging/Troubleshooting,Beginner,2,FALSE,9.13,4,Allowed_With_Citation,3,3.285,76.48,Low
122985,STEM,Graduate,2.281,31.01,Ideation,Intermediate,4,TRUE,5.51,5,NaN,9,2.578,NaN,High
117253,Humanities,Junior,NaN,NaN,Copywriting/Drafting,Intermediate,2,FALSE,NaN,2,Actively_Encouraged,NaN,3.728,71.65,Medium
109800,Medical,Junior,3.24,31.21,Debugging/Troubleshooting,Intermediate,3,FALSE,12.08,5,Strict_Ban,9,3.427,79.43,High
145304,STEM,Junior,1.632,16.46,NaN,Advanced,5,TRUE,15,5,Allowed_With_Citation,NaN,2.157,75,High
131852,Medical,Freshman,NaN,5.59,Copywriting/Drafting,Advanced,3,FALSE,12.07,2,Strict_Ban,4,2.878,79.15,Medium
128519,STEM,Junior,2.885,12.84,Debugging/Troubleshooting,Advanced,5,TRUE,8.72,2,Allowed_With_Citation,8,NaN,67.59,High
101995,Arts,Freshman,2.819,0.01,Debugging/Troubleshooting,Beginner,1,TRUE,7.52,1,Allowed_With_Citation,3,2.813,74.27,Low
122070,STEM,Junior,3.317,12.46,Summarizing_Reading,Intermediate,3,FALSE,8.82,6,Allowed_With_Citation,3,3.597,74.29,High
133304,Medical,Junior,2.802,NaN,NaN,Intermediate,2,FALSE,1.82,4,Strict_Ban,4,3.068,80.37,Medium
123318,Business,Freshman,3.384,12.42,Ideation,Intermediate,4,TRUE,5.48,3,NaN,3,3.382,79.08,NaN
107937,Business,Freshman,3.393,25.07,Direct_Answer_Generation,Intermediate,3,TRUE,4.44,4,Allowed_With_Citation,3,2.776,56.82,Medium
134015,Arts,Senior,2.97,3.76,Copywriting/Drafting,Intermediate,NaN,FALSE,19.85,2,Allowed_With_Citation,6,3.21,74.98,Low
146474,Medical,Sophomore,3.14,11.82,Copywriting/Drafting,Advanced,3,FALSE,NaN,5,Allowed_With_Citation,8,3.506,70.71,Medium
108502,NaN,Freshman,3.822,4.31,Ideation,Advanced,4,FALSE,12.83,5,Strict_Ban,1,4,100,Low
128171,Humanities,Junior,3.254,3.42,Copywriting/Drafting,Beginner,1,FALSE,11.1,3,Strict_Ban,6,3.745,67.2,Medium
136925,Business,Senior,2.997,2.21,Ideation,Intermediate,1,TRUE,12.81,2,Actively_Encouraged,4,3.446,82.15,NaN
107405,Humanities,Senior,2.907,1.9,Summarizing_Reading,Beginner,3,FALSE,9.8,2,Allowed_With_Citation,5,3.033,80.28,Low
103641,STEM,Sophomore,3.645,12.42,Debugging/Troubleshooting,Advanced,3,TRUE,NaN,NaN,Strict_Ban,8,3.86,100,High
136454,Business,Junior,3.022,3.17,Copywriting/Drafting,Advanced,5,TRUE,9.51,3,Actively_Encouraged,4,3.063,76.75,Medium
134746,NaN,Junior,3.029,8.32,NaN,Beginner,2,FALSE,14.47,5,Allowed_With_Citation,4,3.46,60.31,High
135809,NaN,Junior,2.623,NaN,Copywriting/Drafting,Intermediate,2,FALSE,10.51,1,Actively_Encouraged,1,3.19,54.98,Medium
145388,STEM,Sophomore,NaN,3.47,Debugging/Troubleshooting,Advanced,5,FALSE,NaN,1,Strict_Ban,6,3.025,65.7,High
131364,Arts,Sophomore,2.584,NaN,NaN,Intermediate,3,FALSE,19.13,4,NaN,2,2.763,74.45,NaN
120984,Arts,Freshman,2.942,14.64,NaN,Advanced,3,TRUE,10.27,7,NaN,5,NaN,84.76,Low
148475,STEM,Senior,2.726,4.56,Direct_Answer_Generation,Advanced,3,FALSE,13.43,3,NaN,5,3.104,86.3,Low
130496,NaN,Junior,2.631,1.53,Summarizing_Reading,Advanced,4,FALSE,20.64,2,Allowed_With_Citation,4,NaN,85.39,High
102813,Business,Freshman,3.487,27.1,Ideation,Advanced,3,TRUE,8.55,5,Actively_Encouraged,3,NaN,NaN,NaN
144955,NaN,Sophomore,3.095,4.46,Ideation,Intermediate,2,FALSE,8.91,2,Strict_Ban,4,3.243,81.3,Medium
149550,Business,Junior,3.387,3.18,Direct_Answer_Generation,Beginner,1,FALSE,13.3,2,Allowed_With_Citation,4,3.683,54.99,Low
112548,Business,Graduate,3.35,8.34,Summarizing_Reading,Intermediate,5,FALSE,11.83,5,Strict_Ban,4,3.981,70.6,High
118234,Humanities,Freshman,3.13,0.01,Debugging/Troubleshooting,Beginner,1,TRUE,15.96,1,NaN,2,3.374,67.96,NaN
105489,Business,Senior,3.191,10.07,Summarizing_Reading,Advanced,4,TRUE,11.51,3,Allowed_With_Citation,5,3.695,81.25,Medium
107935,STEM,Sophomore,3.878,5.94,Debugging/Troubleshooting,Advanced,4,TRUE,9.38,1,Allowed_With_Citation,4,4,79.07,Medium
117526,Business,Freshman,3.466,8.49,Copywriting/Drafting,Beginner,3,FALSE,11.36,1,Strict_Ban,4,NaN,79.33,Low
123880,Business,Senior,1.736,28.26,Copywriting/Drafting,Beginner,3,FALSE,7.35,7,Strict_Ban,8,1.739,68.93,High
149907,STEM,Junior,2.892,4.5,NaN,Intermediate,4,FALSE,4.83,4,Strict_Ban,High,2.885,51.63,Medium
101992,STEM,Junior,3.778,3.89,Direct_Answer_Generation,Advanced,NaN,TRUE,7.7,1,NaN,3,4,82.59,Medium
142517,Medical,Senior,3.106,22.59,Ideation,Beginner,3,FALSE,16.99,9,Actively_Encouraged,5,3.25,84.84,NaN
133528,Arts,Senior,3.697,2.34,Direct_Answer_Generation,Advanced,3,TRUE,21.81,2,Allowed_With_Citation,3,NaN,96.72,Low
148398,NaN,Senior,3.166,0.46,Summarizing_Reading,Intermediate,5,TRUE,14.39,3,Actively_Encouraged,5,3.507,94.05,NaN
133885,Business,Junior,NaN,0.83,Ideation,Beginner,2,FALSE,12.44,2,Actively_Encouraged,7,3.506,57.19,Low
122246,STEM,Sophomore,3.492,14.87,Debugging/Troubleshooting,Beginner,1,FALSE,NaN,4,Actively_Encouraged,6,3.502,86.05,Low
106446,Business,Graduate,3.61,13.05,Summarizing_Reading,Intermediate,3,FALSE,7.74,5,NaN,4,3.889,65.66,Medium
140633,STEM,Sophomore,3.285,5.38,NaN,Advanced,3,FALSE,5.09,4,Actively_Encouraged,15,3.414,87.04,Medium
110131,Medical,Senior,3.572,12.77,Summarizing_Reading,Advanced,5,TRUE,10.08,NaN,Allowed_With_Citation,4,3.926,72.69,Low
123209,Humanities,Freshman,3.773,5.06,Ideation,Beginner,3,FALSE,16.44,2,Allowed_With_Citation,2,3.909,87.39,Medium
145009,STEM,Graduate,2.888,8.06,Summarizing_Reading,Advanced,3,FALSE,20.95,3,Allowed_With_Citation,5,3.031,87.52,Medium
120877,Medical,Graduate,2.783,NaN,Summarizing_Reading,Beginner,3,FALSE,11.36,1,Strict_Ban,1,2.997,71.3,Medium
118591,STEM,Junior,3.532,9.77,Direct_Answer_Generation,Advanced,5,FALSE,NaN,4,Allowed_With_Citation,1,3.859,NaN,Medium
104460,Business,Sophomore,3.495,13.28,Debugging/Troubleshooting,Beginner,3,TRUE,14.56,4,Strict_Ban,8,3.485,50.69,NaN
144103,Medical,Freshman,3.276,25.45,Ideation,Advanced,5,TRUE,NaN,5,Strict_Ban,9,3.328,62.76,High
105160,STEM,Senior,NaN,3.61,Debugging/Troubleshooting,Intermediate,3,FALSE,14.08,3,Strict_Ban,2,3.428,75.61,NaN
143922,Humanities,Senior,NaN,5.33,Copywriting/Drafting,Intermediate,4,FALSE,7.96,3,Actively_Encouraged,2,3.391,67.48,Medium
102814,STEM,Sophomore,3.662,18.83,Ideation,Intermediate,5,TRUE,13.8,5,Allowed_With_Citation,3,3.845,79.04,High
120897,NaN,Sophomore,3.54,7.43,Direct_Answer_Generation,Beginner,1,FALSE,6.74,5,Allowed_With_Citation,5,3.644,62.63,High
128270,Arts,Junior,3.683,11.06,Ideation,Intermediate,5,FALSE,NaN,5,Actively_Encouraged,5,3.962,86.49,Medium
103509,Arts,Graduate,3.583,0.56,NaN,Intermediate,NaN,FALSE,13.15,3,Strict_Ban,4,3.769,99.5,Medium
127295,STEM,Senior,3.195,16.55,Debugging/Troubleshooting,Beginner,1,TRUE,3.3,7,Allowed_With_Citation,8,3.433,71.29,High
134495,Medical,Freshman,3.307,0.62,Ideation,Advanced,3,FALSE,7.5,5,Actively_Encouraged,2,3.322,56.69,Low
104772,Humanities,Junior,3.623,28.69,Copywriting/Drafting,Beginner,2,FALSE,1,7,Allowed_With_Citation,5,3.682,59.97,High
139528,Business,Graduate,2.768,0.27,Ideation,Intermediate,1,FALSE,14.85,4,Strict_Ban,NaN,3.068,73.07,Medium
131831,STEM,Sophomore,3.018,28.11,Copywriting/Drafting,Intermediate,1,TRUE,12.62,10,Actively_Encouraged,5,3.234,55.43,High
128823,STEM,Freshman,3.471,0.87,Summarizing_Reading,Beginner,3,FALSE,11.44,4,Actively_Encouraged,4,3.788,82.66,Medium
128167,NaN,Freshman,3.258,0.25,Summarizing_Reading,Intermediate,5,FALSE,5.42,1,Allowed_With_Citation,2,3.244,43.05,Medium
119661,Medical,Freshman,3.653,0.21,Summarizing_Reading,Intermediate,3,FALSE,3.52,2,Allowed_With_Citation,5,3.476,85.34,Low
148706,STEM,Junior,3.579,12.46,NaN,Beginner,1,FALSE,15.21,5,Strict_Ban,5,3.99,70.79,High
133966,Medical,Senior,3.482,13.18,Summarizing_Reading,Intermediate,3,FALSE,19.03,2,Allowed_With_Citation,4,3.863,69.14,Low
100608,NaN,Sophomore,4.397,0.52,Direct_Answer_Generation,Beginner,2,FALSE,17.97,4,NaN,3,3.217,80.93,Medium
132454,STEM,Junior,3.716,10.76,Direct_Answer_Generation,Intermediate,2,FALSE,4.58,5,Allowed_With_Citation,1,3.992,NaN,High
126671,STEM,Graduate,2.858,7.04,Debugging/Troubleshooting,Beginner,2,TRUE,2.75,5,Allowed_With_Citation,1,3.22,74.77,High
145117,Business,Junior,3.285,NaN,NaN,Intermediate,4,TRUE,18.95,1,Actively_Encouraged,1,3.594,60.94,Medium
113694,STEM,Junior,2.901,3.22,Ideation,Advanced,4,TRUE,5.65,4,Actively_Encouraged,3,3.007,55.78,Low
144400,Medical,Junior,2.93,1.34,Summarizing_Reading,Intermediate,4,TRUE,14.95,3,Allowed_With_Citation,4,3.102,71,Medium
111189,STEM,Freshman,3.964,0.48,Summarizing_Reading,Beginner,3,FALSE,14.46,NaN,Actively_Encouraged,1,3.977,NaN,Low
102377,Humanities,Freshman,3.142,3.46,Summarizing_Reading,Intermediate,1,FALSE,7.38,5,Allowed_With_Citation,10,3.187,64.56,Medium
133976,Medical,Junior,2.854,5.81,Summarizing_Reading,Advanced,4,FALSE,11.19,1,Allowed_With_Citation,1,3.166,67.78,NaN
144347,Medical,Sophomore,3.2,3.99,Direct_Answer_Generation,Beginner,3,FALSE,9.9,3,Allowed_With_Citation,5,3.394,64.28,Low
135828,Humanities,Junior,3.553,11.59,Ideation,Advanced,4,FALSE,1.56,3,Actively_Encouraged,3,3.866,NaN,Medium
110574,Humanities,Graduate,2.808,2.65,Ideation,Advanced,4,TRUE,8.36,3,Strict_Ban,5,3.004,83.83,Low
129587,NaN,Freshman,2.937,5.36,Copywriting/Drafting,Intermediate,NaN,FALSE,13.21,5,Strict_Ban,2,3.215,79.32,Medium
110192,NaN,Graduate,2.043,1.57,Copywriting/Drafting,Beginner,2,FALSE,12.24,1,Allowed_With_Citation,6,2.527,NaN,Medium
128541,Humanities,Junior,2.974,7.19,NaN,Beginner,1,TRUE,8.46,5,Actively_Encouraged,5,3.365,NaN,High
114826,STEM,Freshman,NaN,1.28,Debugging/Troubleshooting,Intermediate,3,TRUE,NaN,2,Actively_Encouraged,6,4,71.27,Medium
117962,STEM,Sophomore,2.562,NaN,Direct_Answer_Generation,Beginner,3,FALSE,5.68,1,Allowed_With_Citation,5,2.838,62.61,Low
119408,STEM,Junior,3.276,NaN,Debugging/Troubleshooting,Beginner,NaN,TRUE,5.68,3,Allowed_With_Citation,1,3.225,NaN,Low
118514,Medical,Senior,2.982,17.6,NaN,Advanced,3,TRUE,NaN,5,Actively_Encouraged,1,3.23,79.97,High
133351,STEM,Freshman,2.968,40,Debugging/Troubleshooting,Advanced,3,TRUE,13.3,9,Strict_Ban,10,3.324,81.44,High
134277,Humanities,Freshman,2.548,0.7,Copywriting/Drafting,Beginner,3,TRUE,12.23,2,Allowed_With_Citation,3,2.732,85.52,Medium
119551,Business,Graduate,2.587,3.47,Direct_Answer_Generation,Beginner,3,TRUE,12.41,4,Allowed_With_Citation,0,2.739,85.15,Low
114712,STEM,Senior,2.692,0.36,Copywriting/Drafting,Advanced,5,FALSE,7.84,5,Allowed_With_Citation,2,3.082,97.31,Medium
121627,Arts,Junior,3.232,12.41,Ideation,Intermediate,3,TRUE,NaN,5,Allowed_With_Citation,3,3.446,76.21,High
119046,STEM,Junior,2.591,7.73,Debugging/Troubleshooting,Beginner,1,FALSE,5.46,4,Allowed_With_Citation,8,2.652,77.27,Medium
124716,STEM,Senior,3.526,21.88,Direct_Answer_Generation,Intermediate,2,FALSE,11.24,7,Allowed_With_Citation,6,3.275,70.89,High
139208,Business,Junior,2.696,1.14,Direct_Answer_Generation,Intermediate,4,FALSE,8.39,4,Allowed_With_Citation,4,2.719,53.7,Medium
142015,Medical,Sophomore,2.038,NaN,Summarizing_Reading,Advanced,NaN,FALSE,13.81,1,Strict_Ban,2,2.255,80.81,Medium
109074,Business,Sophomore,2.696,NaN,Ideation,Beginner,1,FALSE,11.65,3,Allowed_With_Citation,8,3.089,69.89,Medium
148472,STEM,Junior,3.184,13.32,Summarizing_Reading,Beginner,1,TRUE,19.98,4,Strict_Ban,9,3.504,72.58,NaN
119763,Medical,Junior,3.157,1.69,Direct_Answer_Generation,Beginner,1,FALSE,12.69,2,Allowed_With_Citation,3,3.553,57.14,High
123265,Business,Senior,3.744,NaN,Ideation,Advanced,3,FALSE,14.6,5,Allowed_With_Citation,8,4,100,Medium
120693,Arts,Senior,2.137,0.4,Summarizing_Reading,Intermediate,4,TRUE,10.11,2,Actively_Encouraged,3,2.514,97.49,Low
138360,STEM,Sophomore,3.667,3.81,Debugging/Troubleshooting,Beginner,3,FALSE,18.41,2,Allowed_With_Citation,4,NaN,76,NaN
145572,Arts,Senior,3.207,24.02,Ideation,Advanced,3,FALSE,NaN,6,Strict_Ban,6,3.492,72.11,NaN
143358,STEM,Sophomore,2.863,5.04,Debugging/Troubleshooting,Beginner,3,FALSE,9.69,2,Allowed_With_Citation,6,2.906,75.25,Low
112508,Medical,Junior,1.77,0.16,Summarizing_Reading,Beginner,1,TRUE,20.99,4,Actively_Encouraged,2,1.981,50.74,Low
116169,Humanities,Senior,2.919,7.05,Direct_Answer_Generation,Advanced,3,FALSE,12.02,NaN,Allowed_With_Citation,3,3.363,83.33,Medium
119090,Arts,Sophomore,2.592,5.77,Copywriting/Drafting,Beginner,3,TRUE,12.76,4,Strict_Ban,6,2.835,80.98,Medium
101554,Medical,Junior,3.419,8.58,Copywriting/Drafting,Intermediate,5,FALSE,7.75,3,Strict_Ban,4,3.387,83.82,High
102639,Medical,Graduate,NaN,11.24,Summarizing_Reading,Advanced,3,TRUE,5.52,5,Actively_Encouraged,1,3.908,79.77,High
113344,Business,Junior,2.002,10.63,Ideation,Beginner,3,TRUE,12.9,3,Allowed_With_Citation,4,2.449,80.29,Medium
149316,Business,Sophomore,3.948,0.04,Ideation,Advanced,5,FALSE,11.15,3,Strict_Ban,4,4,70.82,Low
101149,Arts,Senior,3.338,0.49,Debugging/Troubleshooting,Beginner,1,FALSE,15.47,1,Allowed_With_Citation,6,3.464,93.35,Medium
124897,Business,Junior,3.498,NaN,NaN,Beginner,2,TRUE,7.82,3,Allowed_With_Citation,7,3.637,62.22,Medium
137140,Arts,Sophomore,3.545,7.08,Ideation,Beginner,1,TRUE,4.04,4,Strict_Ban,4,3.77,67.33,Medium
130748,STEM,Freshman,3.008,1.97,Summarizing_Reading,Advanced,4,TRUE,4.66,4,Allowed_With_Citation,7,3.017,52.66,Medium
104274,NaN,Junior,3.055,NaN,Copywriting/Drafting,Intermediate,4,FALSE,13.42,5,Actively_Encouraged,3,NaN,68.59,Low
127469,Business,Senior,3.312,2.9,Summarizing_Reading,Advanced,3,FALSE,17.94,4,Allowed_With_Citation,4,3.638,100,Low
111642,Arts,Sophomore,3.819,5.38,Ideation,Beginner,3,TRUE,13.13,3,Actively_Encouraged,3,4,75.35,Low
148016,NaN,Freshman,3.362,0.66,Debugging/Troubleshooting,Beginner,2,TRUE,NaN,3,Allowed_With_Citation,4,3.395,62.27,Low
114817,Humanities,Sophomore,3.363,19.29,Copywriting/Drafting,Advanced,3,TRUE,16.35,3,Allowed_With_Citation,5,3.698,75.7,Medium
107391,Business,Junior,3.587,13.76,Ideation,Intermediate,1,FALSE,18.02,5,Allowed_With_Citation,4,4,82.35,Medium
113729,STEM,Freshman,3.329,60.87,Debugging/Troubleshooting,Advanced,4,FALSE,13.82,2,Allowed_With_Citation,1,3.608,100,Medium
127419,Humanities,Freshman,1.922,17.02,Summarizing_Reading,Beginner,3,TRUE,11.26,4,Actively_Encouraged,3,NaN,49.93,Medium
108726,Business,Freshman,3.847,10.28,Ideation,Beginner,2,FALSE,12.25,6,Strict_Ban,7,4,80.1,Medium
138172,STEM,Senior,3.396,17.35,Direct_Answer_Generation,Intermediate,2,TRUE,16.69,5,Actively_Encouraged,NaN,3.482,77.98,High
113869,Business,Freshman,2.275,16.78,Ideation,Beginner,1,TRUE,12.66,4,Actively_Encouraged,6,2.59,76.42,Medium
134735,Business,Junior,3.027,NaN,NaN,Beginner,2,TRUE,14.61,2,Strict_Ban,1,2.956,82.48,Medium
149153,Business,Sophomore,3.597,19.06,Direct_Answer_Generation,Intermediate,2,FALSE,1,5,Allowed_With_Citation,4,3.344,NaN,High
117900,Humanities,Senior,3.628,3.71,Summarizing_Reading,Intermediate,2,FALSE,17.42,2,Strict_Ban,6,3.922,80.16,Medium
117759,STEM,Sophomore,3.327,7.62,Summarizing_Reading,Beginner,3,TRUE,12.15,2,Actively_Encouraged,3,3.412,77.55,NaN
135538,Humanities,Junior,2.183,3.52,Debugging/Troubleshooting,Beginner,1,FALSE,9.08,2,Allowed_With_Citation,3,2.343,71.5,NaN
107317,STEM,Sophomore,3.437,32.88,Debugging/Troubleshooting,Beginner,3,TRUE,11.31,6,Actively_Encouraged,7,3.643,51.05,High
111759,Medical,Sophomore,3.519,0.59,Direct_Answer_Generation,Intermediate,3,FALSE,4.3,2,Actively_Encouraged,5,3.76,61.99,Low
108208,STEM,Graduate,3.55,14.54,Direct_Answer_Generation,Advanced,5,TRUE,NaN,2,Strict_Ban,7,3.864,69.59,High
142692,STEM,Junior,3.597,1.77,Debugging/Troubleshooting,Advanced,5,TRUE,12.86,3,Allowed_With_Citation,4,4,100,Low
117780,Business,Junior,2.763,0.33,Ideation,Intermediate,3,TRUE,15.91,NaN,Allowed_With_Citation,1,2.856,89.49,Low
125801,Arts,Freshman,3.5,18.3,NaN,Beginner,2,TRUE,1,5,Allowed_With_Citation,8,3.354,66.02,High
140419,Business,Junior,3.149,6.39,Ideation,Advanced,5,FALSE,12.75,3,Actively_Encouraged,3,3.387,88.64,Medium
132777,Medical,Senior,2.923,NaN,Debugging/Troubleshooting,Advanced,3,TRUE,NaN,3,Allowed_With_Citation,6,3.655,75.68,Low
139502,Business,Senior,2.359,36.16,Debugging/Troubleshooting,Intermediate,5,TRUE,11.11,9,Allowed_With_Citation,9,2.587,57.68,High
110792,Humanities,Senior,2.343,34,Copywriting/Drafting,Intermediate,4,TRUE,NaN,7,Actively_Encouraged,8,2.654,81.56,High
139379,Humanities,Sophomore,2.477,11.84,Copywriting/Drafting,Beginner,3,TRUE,12.77,5,Allowed_With_Citation,6,2.326,65.71,Medium
136850,Business,Freshman,3.183,34.19,Ideation,Beginner,1,TRUE,NaN,7,Allowed_With_Citation,5,3.28,55.23,NaN
125428,STEM,Senior,3.285,5.61,Debugging/Troubleshooting,Advanced,4,TRUE,9.79,2,Allowed_With_Citation,3,4,100,Low
123932,STEM,Graduate,3.556,0.57,NaN,Beginner,2,TRUE,5.63,6,Allowed_With_Citation,7,3.552,83.83,High
134280,Business,Sophomore,3.773,12.89,Ideation,Intermediate,3,FALSE,8.99,5,Actively_Encouraged,7,4,67.3,Medium
124236,Medical,Graduate,3.031,12.46,Summarizing_Reading,Advanced,3,TRUE,NaN,4,Actively_Encouraged,NaN,3.196,70.43,High
132052,Humanities,Sophomore,3.168,5.54,Summarizing_Reading,Beginner,1,FALSE,6,NaN,NaN,3,2.94,61.82,Low
129626,NaN,Junior,2.868,1.44,Ideation,Beginner,2,FALSE,11.36,2,Allowed_With_Citation,5,2.973,64.31,High
103980,Humanities,Junior,2.95,3.57,Copywriting/Drafting,Intermediate,NaN,FALSE,9.31,3,Allowed_With_Citation,7,3.097,62.22,Medium
116815,Business,Senior,NaN,16.89,Direct_Answer_Generation,Advanced,4,TRUE,6.47,5,Strict_Ban,7,3.385,56.9,High
127985,STEM,Freshman,3.34,7.94,Debugging/Troubleshooting,Beginner,2,TRUE,NaN,1,Strict_Ban,NaN,3.911,86.04,Low
140948,STEM,Freshman,2.94,4.63,Debugging/Troubleshooting,Beginner,1,FALSE,20.49,3,NaN,1,2.945,72.67,Low
126051,STEM,Junior,2.535,35.34,Debugging/Troubleshooting,Intermediate,4,FALSE,1,6,Allowed_With_Citation,4,2.638,67.04,High
112340,STEM,Graduate,2.829,NaN,Debugging/Troubleshooting,Advanced,3,FALSE,13.7,2,Allowed_With_Citation,3,3.508,99.95,Medium
124526,Business,Sophomore,3.746,0.03,Ideation,Advanced,4,FALSE,13.56,4,Allowed_With_Citation,3,3.787,79.11,NaN
125668,Humanities,Junior,3.707,18.79,Copywriting/Drafting,Beginner,1,FALSE,19.48,NaN,Allowed_With_Citation,2,4,57.82,High
117151,Business,Graduate,NaN,3.36,Copywriting/Drafting,Intermediate,2,TRUE,NaN,6,Actively_Encouraged,1,2.582,69.12,NaN
125978,Medical,Senior,3.66,5.11,Summarizing_Reading,Advanced,4,TRUE,15.26,2,Actively_Encouraged,7,3.85,94.65,Low
133356,Arts,Senior,3.559,7.83,Copywriting/Drafting,Advanced,3,FALSE,21.37,5,Actively_Encouraged,1,NaN,100,Low
111538,Business,Freshman,2.422,3.89,Summarizing_Reading,Advanced,3,TRUE,15.75,NaN,Allowed_With_Citation,1,2.602,88.23,Medium
127429,Arts,Freshman,3.084,NaN,Copywriting/Drafting,Beginner,1,FALSE,13.47,3,Strict_Ban,2,3.442,76.19,Medium
114238,STEM,Junior,3.04,0.51,Debugging/Troubleshooting,Beginner,1,FALSE,3.36,1,Allowed_With_Citation,1,3.193,60.5,Low
114839,STEM,Senior,3.463,9.26,Ideation,Advanced,3,FALSE,12.38,1,Actively_Encouraged,5,3.76,NaN,Low
133114,Medical,Freshman,2.733,9.08,Copywriting/Drafting,Beginner,1,FALSE,NaN,4,NaN,6,2.807,71.61,Medium
143264,STEM,Junior,2.979,3.5,Debugging/Troubleshooting,Beginner,1,FALSE,NaN,4,Actively_Encouraged,4,3.143,87.37,Medium
109012,Humanities,Freshman,3.694,17.64,Copywriting/Drafting,Advanced,3,TRUE,17.57,6,Actively_Encouraged,6,4,85.26,NaN
109481,STEM,Freshman,3.361,2.7,Copywriting/Drafting,Intermediate,NaN,TRUE,21.51,1,Allowed_With_Citation,2,3.612,NaN,NaN
110369,Business,Freshman,NaN,9.62,Ideation,Advanced,3,FALSE,NaN,5,Actively_Encouraged,7,NaN,96.61,Medium
115686,Arts,Senior,3.011,3.13,Direct_Answer_Generation,Intermediate,3,FALSE,18.67,2,Actively_Encouraged,5,3.412,97.53,Medium
136798,Business,Freshman,NaN,7.05,Summarizing_Reading,Advanced,3,TRUE,16.89,5,Strict_Ban,10,3.229,90.4,Medium
124014,Business,Graduate,3.027,2.38,Summarizing_Reading,Intermediate,2,FALSE,19.81,1,Actively_Encouraged,2,NaN,92.54,NaN
119355,Arts,Sophomore,2.709,12.43,Direct_Answer_Generation,Intermediate,3,TRUE,1,4,Allowed_With_Citation,3,2.771,78.56,Medium
125537,Business,Junior,2.98,0.1,Summarizing_Reading,Intermediate,1,TRUE,NaN,6,Actively_Encouraged,NaN,2.942,51.87,Medium
107388,Medical,Freshman,2.637,25.78,Direct_Answer_Generation,Advanced,5,TRUE,NaN,6,Actively_Encouraged,NaN,2.326,NaN,High
145880,STEM,Junior,3.439,0.17,Debugging/Troubleshooting,Advanced,5,FALSE,15.82,NaN,Allowed_With_Citation,3,3.509,89.95,Medium
123803,Humanities,Freshman,3.506,6.66,Debugging/Troubleshooting,Beginner,2,FALSE,15.29,5,Actively_Encouraged,1,3.551,70.34,NaN
122271,Medical,Sophomore,3.585,7.87,Summarizing_Reading,Intermediate,1,FALSE,7.13,3,Strict_Ban,NaN,3.698,71.42,Low
143474,Business,Sophomore,3.474,NaN,Ideation,Intermediate,2,FALSE,19.25,2,Allowed_With_Citation,3,3.754,96.8,Low
123081,Business,Graduate,3.81,13.48,Direct_Answer_Generation,Beginner,1,FALSE,17.49,7,Allowed_With_Citation,High,4,82.76,High
100555,Medical,Freshman,2.794,19.12,Summarizing_Reading,Advanced,3,FALSE,NaN,8,Actively_Encouraged,3,2.856,59.54,Low
135485,STEM,Senior,3.858,15.14,Copywriting/Drafting,Beginner,3,FALSE,1,5,Allowed_With_Citation,5,3.82,40.63,High
103362,STEM,Sophomore,3.266,7.28,Ideation,Intermediate,3,TRUE,20.77,3,Allowed_With_Citation,6,3.577,100,Low
142380,STEM,Senior,2.767,2.06,Copywriting/Drafting,Advanced,5,TRUE,13.77,6,Actively_Encouraged,NaN,2.807,100,Low
136233,STEM,Senior,3.296,6.49,Copywriting/Drafting,Advanced,3,TRUE,10.33,1,Actively_Encouraged,5,3.384,93.6,Medium
107568,STEM,Junior,NaN,1.18,Summarizing_Reading,Beginner,1,TRUE,14.62,3,Allowed_With_Citation,NaN,2.662,60.23,Medium
132216,Medical,Senior,2.552,8.86,Direct_Answer_Generation,Beginner,2,TRUE,6.26,5,Allowed_With_Citation,8,2.633,75.88,Medium
104879,Humanities,Graduate,3.332,3.76,Debugging/Troubleshooting,Advanced,4,FALSE,11.52,3,Actively_Encouraged,6,3.48,NaN,Medium
107818,Medical,Senior,NaN,1.98,Summarizing_Reading,Intermediate,2,TRUE,7.62,3,Allowed_With_Citation,6,2.148,82.28,Medium
112107,Arts,Junior,3.732,4.34,Summarizing_Reading,Beginner,2,FALSE,10.03,3,Actively_Encouraged,2,3.995,78.97,Medium
126276,NaN,Freshman,2.694,6.4,NaN,Advanced,4,TRUE,14.57,4,Strict_Ban,1,2.937,82.13,Medium
